MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
FGSS|N|First Global Securities, Inc.|||N|N|N|N
FIBS|P|Fidelity Brokerage Services LLC|||N|Y|N|N
FICA|P|GLOBAL MAXFIN CAPITAL INC. / CDS|||N|N|N|N
FIDT|P|Fidelity Clearing Canada ULC./ CDS|||N|N|N|N
FIGG|P|THE FIG GROUP, LLC|||N|Y|N|N
FIGO|P|THE FIG GROUP, LLC|||N|Y|N|N
FILL|O|Tradestation Securities, Inc.|BOCA RATON, FL|954-652-7900|Y|Y|Y|N
FINA|N|Valores Finamex International, Inc.|NASDAQ TRADING|212-572-3600|N|N|N|N
FINC|P|AWM SERVICES, INC.|||N|Y|N|N
FINF|P|FINANCE 500, INC.|||N|Y|N|N
FINS|P|Finacorp Securities||949-852-6561|N|N|N|N
FINW|N|Financial West Group, Inc.|NASDAQ TRADING|310.954.8399|Y|Y|N|N
FINW|N|Financial West Group, Inc.|Emergency Only|805.497.9222|Y|Y|N|N
FINX|P|FINTECH SECURITIES|||N|Y|N|N
FIRE|P|BLUE FIRE CAPITAL, LLC|||Y|N|Y|Y
FIRF|N|FIRST RESEARCH FINANCIAL|DALLAS, TX|972-239-0617|N|Y|N|N
FIRT|P|FORESTERS FINANCIAL SERVICES, INC.|||N|Y|N|N
FISA|P|Fixed Income Securities, LLC|||Y|Y|N|N
FISB|P|Fixed Income Securities, LP|||Y|Y|N|N
FISH|N|L. B. FISHER & COMPANY|NASDAQ TRADING|214-733-4800|N|Y|N|N
FISN|P|Landdolt Securities, Inc|||N|Y|N|N
FJEF|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FJMC|P|Boenning & Scattergood, Inc.|||Y|Y|N|N
FJON|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FKSC|N|FIRST KENTUCKY SECURITIES CORPORATION|FRANKFURT, KY|502-875-4661|N|Y|N|N
FLAT|P|Florida Atlantic Securities Corp.|||N|Y|N|N
FLCN|P|Falcon Research, Inc.|||N|N|N|N
FLGR|P|Pflueger & Baerwald Inc.|NASDAQ TRADING|415-421-4171|N|Y|N|N
FLIB|P|First Liberties Financial|||N|Y|N|N
FLOW|P|Citigroup Global Markets Inc.|TRADING DESK|877-750-3569|Y|Y|Y|Y
FLQN|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FLSC|P|First London Securities Corporation|DALLAS  TX|214-220-0699|N|N|N|N
FLSD|P|First London Securities Corporation|||N|N|N|N
FLTG|P|FLOW TRADERS U.S. LLC|||Y|Y|Y|N
FLTL|M|Feltl & Company|TRADING DESK|612-492-8888|Y|Y|N|N
FLTL|M|Feltl & Company||866-777-9862|Y|Y|N|N
FLTU|P|FLOW TRADERS US LLC|||Y|Y|Y|N
FLWT|P|FLOW TRADERS U.S. INSTITUTIONAL TRADING LLC|||N|Y|N|N
FLXS|N|FlexTrade Systems, LLC|||N|N|N|N
FMAC|P|Feldman, Ingardona & Co.|||N|Y|N|N
FMAF|P|NBCN Inc./ CDS|||N|N|N|N
FMAT|P|SG Americas Securities, LLC|NEW YORK, NY|646-557-9000|N|N|N|N
FMAX|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FMCO|M|First Manhattan Co|AGENCY|212-756-3411|Y|Y|N|N
FMCS|P|Five Mile Capital Securities LLC|||N|Y|N|N
FMER|P|OES Brokerage Services, LLC|||N|N|N|N
FMES|P|FolioFN Investments, Inc.|||Y|Y|N|N
FMGF|P|ABN Amro Clearing LLC|||Y|Y|Y|Y
FMIC|P|First MidAmerica Investment Corporation|||N|N|N|N
FMSC|M|First Montauk Securities Corp.|RED BANK|732-842-2616|N|N|N|N
FMSC|M|First Montauk Securities Corp.|NASDAQ/OTCBB TRADING|1-800-322-3672|N|N|N|N
FMSC|M|First Montauk Securities Corp.|INSTITUTIONAL SALES|1-800-322-3672|N|N|N|N
FMSC|M|First Montauk Securities Corp.|MINEOLA NY|516-248-2245|N|N|N|N
FNBR|P|FolioFN Investments, Inc.|||Y|Y|N|N
FNBS|P|Alerus Securities Corporation|||N|Y|N|N
FNET|P|Wachovia Securities Financial Network, LLC|BOCA RATON, FL|561-338-2760|N|Y|N|N
FNET|P|Wachovia Securities Financial Network, LLC|NASDAQ TRADING|800-226-2690|N|Y|N|N
FNET|P|Wachovia Securities Financial Network, LLC|AGENCY|561-338-2878|N|Y|N|N
FNET|P|Wachovia Securities Financial Network, LLC|LISTED|800-741-4989|N|Y|N|N
FNET|P|Wachovia Securities Financial Network, LLC|P-PREFERRED|561-338-2807|N|Y|N|N
FNFD|N|Folger Nolan Fleming Douglas Incorporated|WASHINGTON, DC|202-626-5361|N|Y|N|N
FNFD|N|Folger Nolan Fleming Douglas Incorporated|NASDAQ/OTCBB TRADING|800-326-3633|N|Y|N|N
FNSJ|N|Financial Northeastern Securities, Inc.|NEW JERSEY|973-882-9337|N|Y|N|N
FNXI|P|FENIX SECURITIES, LLC|Main Line|212-618-1956|N|Y|N|N
FNXS|P|FENIX SECURITIES, LLC|||N|Y|N|N
FOGS|P|FOG EQUITIES LLC|||N|Y|N|N
FOMA|O|TD AMERITRADE CLEARING, INC.|TRADING|800-762-9897|Y|Y|N|N
FOMC|N|First of Michigan Corporation|||Y|Y|N|Y
FORD|M|Fordham Financial Management, Inc.|NEW YORK, NY|212-732-8500|N|Y|N|N
FORD|M|Fordham Financial Management, Inc.||877-436-3673|N|Y|N|N
FORD|M|Fordham Financial Management, Inc.|TRADING|212-233-2839|N|Y|N|N
FORD|M|Fordham Financial Management, Inc.|COMPLIANCE OFFICE|212-732-8500|N|Y|N|N
FORE|P|Forest Securities, Inc.|||N|Y|N|N
FORI|P|Fortrend Securities, Inc.|||N|Y|N|N
FORT|M|Ticonderoga Securities LLC|||N|N|N|N
FOST|N|Foster Securities|SAN DIEGO, CA|619-281-1229|N|N|N|N
FOXA|P|FIS BROKERAGE & SECURITIES SERVICES LLC|Trading Desk|630-482-5105|Y|Y|Y|Y
FOXB|P|FIS BROKERAGE & SECURITIES SERVICES LLC|Trading Desk|630-482-5105|Y|Y|Y|Y
FOXN|O|Fox Run Alpha Fund, L.P.|||N|N|N|N
FOXX|M|Fox & Company Investments Inc.|PHOENIX, AZ|602-971-9000|N|N|N|N
FOXX|M|Fox & Company Investments Inc.|NASDAQ TRADING|602-224-2400|N|N|N|N
FOXY|P|Fox Financial Management Corporation|||N|N|N|N
FPCI|N|FINANCIAL PLANNING CONSULTANTS, INC.|||N|Y|N|N
FPIC|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FPKI|M|Fox-Pitt, Kelton Incorporated|NEW YORK, NY|212-687-1328|N|N|N|N
FPKI|M|Fox-Pitt, Kelton Incorporated|NEW YORK, NY|212-687-1105|N|N|N|N
FPKI|M|Fox-Pitt, Kelton Incorporated|NEW YORK, NY|800-367-5528|N|N|N|N
FQLB|P|QUANTLAB SECURITIES LP|||Y|Y|Y|Y
FQLS|P|Quantlab Securities LP|||Y|Y|Y|Y
FRAN|M|Wm. V. Frankel & Co., Incorporated|JERSEY CITY, NJ|201-434-5005|N|N|N|N
FRAN|M|Wm. V. Frankel & Co., Incorporated|NEW YORK, NY|212-943-6633|N|N|N|N
FRAN|M|Wm. V. Frankel & Co., Incorporated|NEW YORK, NY|800-631-3091|N|N|N|N
FRDK|N|FREDERICK & COMPANY, INC.|||N|Y|N|N
FRET|P|FIS BROKERAGE & SECURITIES SERVICES LLC|Trading Desk|630-482-5105|Y|Y|Y|Y
FREX|P|FIS BROKERAGE & SECURITIES SERVICES LLC|Trading Desk|630-482-5105|Y|Y|Y|Y
FRGP|M|Forge Financial Group, Inc.|BOCA RATON, FL|TRADING - 561-416-1348|N|N|N|N
FRGP|M|Forge Financial Group, Inc.|ARBITRAGE|561-416-9244|N|N|N|N
FRGP|M|Forge Financial Group, Inc.|FOREIGN|561-416-9405|N|N|N|N
FRGP|M|Forge Financial Group, Inc.|DISASTER REC SITE|561-271-1162|N|N|N|N
FRGP|M|Forge Financial Group, Inc.|DISASTER REC SITE 2|561-706-1400|N|N|N|N
FRGS|P|Forge Financial Group, Inc.|||N|N|N|N
FROM|P|FREEDOM INVESTORS CORP.|||N|Y|N|N
FRTN|M|FORTUNE SECURITIES, INC.|||N|Y|N|N
FRWY|P|Pinnacle Capital Markets, LLC||N/A|N|Y|N|N
FSCN|P|FSC SECURITIES CORPORATION|||N|Y|N|N
FSCS|N|FSC Securities Corporation|ATLANTA,GA|770-916-6514|N|Y|N|N
FSCS|N|FSC Securities Corporation||800-772-3375|N|Y|N|N
FSDL|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FSEC|P|FRS Securities, LLC|||N|N|N|N
FSFS|O|ING Investment Management Services LLC|NEW YORK, NY|212-309-8597|N|N|N|N
FSII|P|OAKBRIDGE FINANCIAL SERVICES|||N|Y|N|N
FSLL|M|Flagstone Securities, LLC||314-863-5343|N|N|N|N
FSMG|P|First Merger Capital, Inc.|||N|N|N|N
FSNW|N|FIRST SECURITIES NORTHWEST, INC.|PORTLAND, OR|503-241-7750|N|Y|N|N
FSRP|P|FIRST REPUBLIC SECURITIES COMPANY, LLC|||N|Y|N|N
FSRV|N|FISERV CORRESPONDENT SERVICES, INC.|||N|N|N|N
FSSG|N|First Southeastern Securities Group, Incorporated|TAMPA  FL|813-282-3497|N|N|N|N
FSSG|N|First Southeastern Securities Group, Incorporated|NASDAQ TRADING|800-299-3497|N|N|N|N
FSSL|P|Fortis Securities LLC|||N|N|N|N
FSTF|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FSTN|P|Fieldstone Services Corp.|||N|Y|N|N
FSWC|P|Hilltop Securities INC.|DALLAS, TX|214-953-4100|Y|Y|N|N
FSWC|P|Hilltop Securities INC.|DALLAS, TX|800-765-3792|Y|Y|N|N
FTBR|O|Foliofn Investments, Inc.|HERNDON, VA|703-245-4883|Y|Y|N|N
FTEN|N|First Tennessee Brokerage, Inc.|MEMPHIS, TN|901-537-2600|N|Y|N|N
FTEX|P|FANTEX BROKERAGE SERVICES, LLC|||N|Y|N|N
FTII|P|FINANCIAL TELESIS INC|||N|Y|N|N
FTIS|P|Fortis Securities LLC|||N|N|N|N
FTLP|N|FIRST TRUST PORTFOLIOS L.P.|||N|Y|N|N
FTNE|M|FTN Equity Capital Markets Corp.|NEW YORK|800-880-7264|N|N|N|N
FTNE|M|FTN Equity Capital Markets Corp.|NASH OTCBB|866-344-4880|N|N|N|N
FTNE|M|FTN Equity Capital Markets Corp.||615-734-6050|N|N|N|N
FTSC|M|FTN Financial Securities Corp|NASDAQ TRADING|888-801-3477|N|Y|N|N
FTSC|M|FTN Financial Securities Corp|NASDAQ TRADING|615-734-6050|N|Y|N|N
FTWP|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FULC|P|FULCRUM CAPITAL MARKETS LLC|||N|Y|N|N
FUND|P|Wunderlich Securities, Inc.|||Y|Y|N|N
FWAI|P|First Western Advisors/ Limited Partnership|||N|Y|N|N
FWBL|P|OES Brokerage Services, L.L.C.|||N|N|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.|NASDAQ TRADING|817-921-0175|N|Y|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.||817-921-9816|N|Y|N|N
FWSI|N|FIRST WESTERN SECURITIES, INC.|FORT WORTH, TEXAS|800-327-1279|N|Y|N|N
FWST|P|First Wall Street Corp.|||N|N|N|N
GABE|M|G.RESEARCH, INC.|RYE  NY|914-921-5153|Y|Y|N|N
GABP|P|G.research, Inc|||Y|Y|N|N
GAFI|N|Gardner Financial Services, Inc.|||N|Y|N|N
GAGN|N|Gagnon Securities, LLC|||N|Y|N|N
GALF|P|Southwest Texas Capital, L.L.C|||N|N|N|N
GARB|P|ICAP Corporates LLC|JERSEY CITY, NJ|212-341-9944|Y|Y|N|N
GARB|P|ICAP Corporates LLC||212-815-9548|Y|Y|N|N
GARC|M|ICAP Corporates LLC|JERSEY CITY, NJ|212-341-9136|Y|Y|N|N
GARC|M|ICAP Corporates LLC||800-937-0087|Y|Y|N|N
GARE|P|ICAP CORPORATES LLC|||Y|Y|N|N
GARL|P|ICAP CORPORATES LLC|||Y|Y|N|N
GARQ|P|ICAP Corporates LLC|||Y|Y|N|N
GARR|P|Garrett Nagle & Co., Inc.|||N|Y|N|N
GARW|P|Gar Wood Securities, LLC|Main Number|312-566-0740|N|Y|N|N
GARZ|P|ICAP CORPORATES LLC|||Y|Y|N|N
GASS|P|GLOBAL ALLIANCE SECURITIES, LLC|Trading Desk|212-878-6532|N|Y|N|N
GATE|P|Citigroup Global Markets Inc.|NEW YORK, NY|212-723-7169|Y|Y|Y|Y
GATE|P|Citigroup Global Markets Inc.|NASDAQ TRADING|800-223-7743|Y|Y|Y|Y
GATS|P|Gates Capital Corporation|||Y|Y|N|N
GAUS|P|The Gaussian Group, LLC|||N|N|N|N
GBIS|P|Guaranty Brokerage Services, Inc.|||N|N|N|N
GBMS|P|GBM International, Inc.|HOUSTON  TX|281-295-4500|Y|Y|N|N
GBMS|P|GBM International, Inc.|NASDAQ/OTCBB TRADING|281-295-4500|Y|Y|N|N
GBMT|P|GBM International, Inc.|||Y|Y|N|N
GBSC|O|Golden Beneficial Securities Corporation|||N|N|N|N
GBSI|N|Greentree Brokerage Services, Inc.|||N|Y|N|N
GCCG|P|Global Crown Capital, LLC|||N|N|N|N
GCCL|P|Global Crown Capital, LLC|||N|N|N|N
GCMI|P|Goldman Capital Management, Inc.|||N|N|N|N
GCMT|O|Gold Capital Management Inc.|||N|N|N|N
GCPL|P|Global Credit Partners, LLC|||N|Y|N|N
GDCO|N|GILBERT, DONIGER & CO., INC.|TRADING ROOM|212-888-5151|N|Y|N|N
GDEQ|P|GLOBAL DIRECT EQUITIES, LLC|||N|Y|N|N
GDMR|P|Pershinng LLC/Good Morning-Shinhan Securities|||N|Y|N|N
GEAR|P|Geary Securities, Inc.|||N|N|N|N
GEBB|P|GLOBAL EXECUTION BROKERS, LP|||Y|N|N|Y
GELB|P|Gelber Securities, LLC|CHICAGO, IL|312-427-7100|N|Y|N|N
GELP|P|RBC CAPITAL MARKETS, LLC|||Y|Y|Y|Y
GENS|N|GENERAL SECURITIES CORP|N. KANSAS CITY  MO|816-472-7170|N|Y|N|N
GERO|P|Gerbro Securities, Inc.|||N|N|N|N
GFGP|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFIG|P|GFI Securities LLC|NEW YORK, NY|N/A|Y|Y|N|N
GFIG|P|GFI Securities LLC|LATIN/ASIA|212-968-4171|Y|Y|N|N
GFIG|P|GFI Securities LLC|EURO/DOMESTIC|212-968-2726|Y|Y|N|N
GFIG|P|GFI Securities LLC|TOLL FREE|800-456-4341|Y|Y|N|N
GFIS|P|GFI Securities LLC|NEW YORK, NY|800-456-4341|Y|Y|N|N
GFIS|P|GFI Securities LLC||212-968-2726|Y|Y|N|N
GFLD|P|Southridge Investment Group LLC|||N|N|N|N
GFLO|P|KCG AMERICAS LLC|||Y|Y|Y|Y
GFML|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFMS|P|GRACE FINANCIAL GROUP LLC|||N|N|N|N
GFSI|N|Global Financial Services, L.L.C.|NASDAQ TRADING|713-968-0400|Y|Y|N|N
GGWI|N|GAGE-WILEY & CO., INC.|||N|Y|N|N
GHAS|P|Gordon, Haskett & Co.|||N|Y|N|N
GHCC|M|Gordon, Haskett Capital Corporation|NEW YORK NY|212-883-6893|N|Y|N|N
GHST|P|GHS Trading LLC|||N|Y|N|N
GHYL|N|Greenwich High Yield LLC|||N|N|N|N
GIBR|N|Gibraltar Securities Co.|||N|N|N|N
GILG|M|Gilder Gagnon Howe & Co. LLC|NEW YORK, NY|212-765-2508|Y|Y|N|N
GIRL|N|Girard Securities, Inc.|NASDAQ TRADING|619-584-7099|Y|Y|N|N
GISI|P|Greentree Investment Services, INC.|||N|Y|N|N
GISJ|P|Global Investor Services, L.C.|||N|Y|N|N
GJSS|N|GREGORY J. SCHWARTZ & CO., INC.|||N|Y|N|N
GLBA|M|Electronic Access Direct, Inc.|TRADING DESK|561-981-8380|N|N|N|N
GLBT|M|GLB Trading, Inc.|TRADING DESK|949-955-9470|N|N|N|N
GLBY|P|Gelber Securities, LLC|||N|Y|N|N
GLBZ|N|Online Brokerage Services, Inc.|||N|Y|N|N
GLED|P|GLENDALE SECURITIES, INC.|||Y|Y|N|N
GLEN|M|Glendale Securities, Inc.||818-804-4650|Y|Y|N|N
GLGB|N|Gerson Lehrman Group Brokerage Services LLC|||N|N|N|N
GLII|P|TD SECURITIES INC./ CDS|||N|N|N|N
GLIP|P|TD Securities Inc.|||N|N|N|N
GLIR|P|TD Securities Inc.|||N|N|N|N
GLIS|M|TD Securities Inc|ONTARIO, CANADA|416-307-7638|N|N|N|N
GLPS|P|ESSEX RADEZ LLC|||Y|Y|Y|N
GLPX|P|ACS EXECUTION SERVICES, LLC|Red Bank, NJ|(872) 205-0187|Y|Y|N|N
GLSC|N|Globalnetsecurities Corp.|||N|N|N|N
GLWD|P|Glenwood Securities, Inc.|||N|N|N|N
GLYN|M|J.A. Glynn & Co.|ST. LOUIS, MO|314-997-1277|N|Y|N|N
GMAN|P|Guzman & Company|MIAMI, FL|800-429-9804|Y|Y|N|N
GMAX|P|Global Maxfin Capital Inc. / CDS|||N|N|N|N
GMCK|N|George McKelvey Co., Inc.|||N|Y|N|N
GMOR|P|LIGHTSPEED TRADING, LLC|||Y|Y|Y|N
GMSG|N|The GMS Group, LLC|LIVINGSTON, NJ|973-535-5000|Y|Y|N|N
GNAV|P|GREEN STREET TRADING, LLC|Trading Desk|214-880-0028|N|Y|N|N
GNCF|P|Golden Capital Securities, Ltd./CDS|||N|N|N|N
GNDS|O|Genesis Securities, LLC|||N|N|N|N
GNDT|O|Genesis Securities, LLC|||N|N|N|N
GNIT|P|Bancnorth Investment Group, Inc.|||N|N|N|N
GNLN|M|Gunnallen Financial, Inc.|TAMPA,  FL|813-600-1420|N|N|N|N
GNLN|M|Gunnallen Financial, Inc.|DENVER, CO|720-344-5025|N|N|N|N
GNLP|P|G&L PARTNERS, INC.|||N|Y|N|N
GNLR|P|Gunnallen Financial, Inc|||N|N|N|N
GNSL|P|Golden Capital Securities Ltd./CDS|||N|N|N|N
GOBE|P|Golden Beneficial Securities Corporation|||N|N|N|N
GOHS|N|Goldsmith & Harris Incorporated|||N|N|N|N
GOLF|P|Essex & York, Inc.|TRADING DESK|513-924-0990|N|N|N|N
GONE|P|GROUP ONE TRADING, LP|||N|N|N|N
GORD|N|Gordon & Co.|NEWTON,  MA|617-924-7997|N|N|N|N
GOTO|P|Citigroup Global Markets Inc.|Trading Desk|877-750-3569|Y|Y|Y|Y
GOVD|P|GOVDESK, LLC|||N|Y|N|N
GPCG|P|WILSON PARKER CONNALLY STEPHENSON INC|FORT WORTH, TX|(817)922-8000|N|Y|N|N
GPCS|P|GLACIER POINT CAPITAL LLC|||N|Y|N|N
GPNI|P|GP NURMENKARI INC.|||N|Y|N|N
GPSS|P|Great Pacific Securities|IRVINE, CA|714-863-9500|N|Y|N|N
GPTG|P|Greenwich Prime Trading Group, LLC|TRADING|203-485-4800|N|Y|N|N
GPTX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
GQVT|P|GOLDMAN SACHS EXECUTION & CLEARING, L.P.|||Y|Y|Y|Y
GRCP|P|Fifth Street Capital, LLC|||N|N|N|N
GRDK|P|GENESIS GLOBAL TRADING, INC|||N|Y|N|N
GREA|O|Great Eastern Securities, Inc.||516 484 5111|N|N|N|N
GREB|P|Great Eastern Securities, Inc.|||N|N|N|N
GREY|M|Salomon Grey Financial Corporation|TRADING DESK|972-934-7043|N|N|N|N
GRFC|N|GRF Capital Investors, Inc.|||N|Y|N|N
GRFN|M|GRIFFIN FINANCIAL GROUP, LLC|Sell-Side Trader|757-955-8444|Y|Y|N|N
GRFN|M|GRIFFIN FINANCIAL GROUP, LLC|Griffin Financial Group LLC|Fax:  610-371-7740|Y|Y|N|N
GRIF|P|M. Griffith Locke Investment Services, Inc.|NEW HARTFORD, NY|315-797-0130|N|Y|N|N
GRIG|P|Grigsby & Associates, Inc.|||N|N|N|N
GRIL|M|Global Resource Investments, Ltd.|CARLSBAD, CA|888-848-7828|N|Y|N|N
GRIL|M|Global Resource Investments, Ltd.||619-943-3939|N|Y|N|N
GRIL|M|Global Resource Investments, Ltd.|FAX NUMBER|619-943-3938|N|Y|N|N
GRIN|P|Sandgrain Securities, Inc.|||N|N|N|N
GRLN|N|David J. Greene and Company,  LLC|NEW YORK, NY|212-371-4200|N|N|N|N
GRNB|M|Agile Securities, Inc|||N|N|N|N
GRND|P|Grand Capital Corp.|||N|N|N|N
GRNL|N|Grenel & Co., LLC|NEW YORK, NY|(212)644-1084|N|N|N|N
GROW|M|Pacific Growth Equities, LLC|SAN FRANCISCO  CA|415-274-6811|N|N|N|N
GROW|M|Pacific Growth Equities, LLC|NASDAQ/OTCBB TRADING|800-828-4779|N|N|N|N
GRPO|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GRSI|N|Glen Rauch Securities, Inc.|NEW YORK, NY|212-363-9760|N|N|N|N
GRST|M|Garden State Securities, Inc.|LISTED|732-280-6886|Y|Y|N|N
GRST|M|Garden State Securities, Inc.|NASDAQ|732-280-6886|Y|Y|N|N
GRST|M|Garden State Securities, Inc.|WALL, NEW JERSEY|732-280-6886|Y|Y|N|N
GRST|M|Garden State Securities, Inc.||877-477-7862|Y|Y|N|N
GRST|M|Garden State Securities, Inc.||877-477-8762|Y|Y|N|N
GRWD|P|GAR WOOD SECURITIES, LLC|||N|Y|N|N
GSAA|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSBB|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSBI|P|Global Brokerage Services, Inc.|||N|Y|N|N
GSCC|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSCF|P|Global Securities Corporation/CDS|||N|N|N|N
GSCO|M|Goldman, Sachs & Co.|NEW YORK, NY|212-902-8585|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|JAPANESE SHARES|212-902-0899|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|ASIAN SHARES|212-902-8677|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|CANADIAN SHARES|212-902-3801|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|EUROPEAN SHARES|212-902-1115|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|LATIN AMER SHARES|212-902-8505|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|UK SHARES|212-902-1232|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|ARBITRAGE|212-902-8525|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|CONVERTIBLES|212-902-8535|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|PREFERRED TRADING|212-902-8390|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|OTCBB|212-357-4402|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|WEST DESK|212-422-2400|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|WEST DESK|800-526-3164|Y|Y|Y|Y
GSCO|M|Goldman, Sachs & Co.|NEW YORK, NY|212-902-1000|Y|Y|Y|Y
GSCS|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
GSDA|P|Goldman, Sachs & Co.|||Y|Y|Y|Y
GSDD|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSEC|P|Griffin Securities, Inc.|||N|Y|N|N
GSEE|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSFF|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSGG|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSGS|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSIC|P|GLOBAL STRATEGIC INVESTMENTS|||N|Y|N|N
GSII|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSIL|P|Global Strategic Investments, Llc|||N|Y|N|N
GSLL|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSMM|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
GSPP|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSQQ|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
GSRR|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSSC|P|Georgeson Securities Corporation|||N|Y|N|N
GSSS|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSTS|N|B.C. Ziegler and Company|||N|Y|N|N
GSTT|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSUU|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
GSVV|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
GSWW|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSXX|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSYY|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GSZZ|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
GTRD|P|Convergex Execution Solutions LLC|||Y|Y|Y|Y
GTRN|N|Gorian Investment Group, Inc.|NASDAQ TRADING|909-888-7551|N|Y|N|N
GTSL|N|Golden Triangle Securities LLC|||N|N|N|N
GTSX|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSY|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTSZ|P|GTS SECURITIES LLC|||Y|Y|Y|Y
GTTX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
GTUS|P|GATE US LLC|||N|N|N|N
GTWO|P|FPCG, LLC|||N|Y|N|N
GUGG|P|GUGGENHEIM INVESTOR SERVICES, LLC|||N|Y|N|N
GUGI|P|Claymore Securities, Inc.|||N|Y|N|N
GUGS|P|Guggenheim Securities, LLC|||Y|Y|N|N
GUZM|P|Guzman & Company|MIAMI  FL|305-374-5673|Y|Y|N|N
GUZM|P|Guzman & Company|NASDAQ/OTCBB TRADING|800-642-7638|Y|Y|N|N
GVLD|P|THE GRISWOLD COMPANY, INCORPORATED|||N|N|N|N
GVRN|N|G.V.R. Company/Special Account|||N|N|N|N
GWDS|P|Gar Wood Securities, LLC|||N|Y|N|N
GWEP|P|GREYWOLF EXECUTION PARTNERS, INC.|||N|Y|N|N
GWJP|P|GWFS EQUITIES, INC.|||N|Y|N|N
GWLP|P|Grant Williams L.P.|||N|Y|N|N
GZML|P|Guzman & Company|||Y|Y|N|N
HABB|P|Haberman Bros.|||N|N|N|N
HACA|P|Harvest Capital LLC|||N|N|N|N
HACL|P|Halen Capital Management, Inc|||N|Y|N|N
HALA|P|HALIFAX AMERICA LLC|||N|Y|N|N
HALP|P|Halpern Capital, Inc.|||N|N|N|N
HAME|P|HAMILTON EXECUTIONS L.L.C.|||N|N|N|N
HAMR|M|W.R. Hambrecht + Co., LLC|SALES TRADING|877-828-4700|Y|Y|N|N
HAMR|M|W.R. Hambrecht + Co., LLC|SALES TRADING|415-551-3131|Y|Y|N|N
HAMR|M|W.R. Hambrecht + Co., LLC|SAN FRANSISCO, CA|415-551-3101|Y|Y|N|N
HAMR|M|W.R. Hambrecht + Co., LLC|NASDAQ TRADING|877-828-4600|Y|Y|N|N
HAMR|M|W.R. Hambrecht + Co., LLC|NASDAQ TRADING|415-551-3101|Y|Y|N|N
